day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,0,PEARLS,10002,1,9996,2,9995,29,10004,2,10005,29,,,10003,0
-1,0,BANANAS,4951,1,4946,2,4945,29,4952,31,,,,,4951.5,0
-1,100,PEARLS,9996,2,9995,22,,,10004,2,10005,22,,,10000,4
-1,100,BANANAS,4945,24,,,,,4952,24,,,,,4948.5,3.444335938
-1,200,BANANAS,4945,20,,,,,4952,20,,,,,4948.5,3.795410156
-1,200,PEARLS,9995,20,,,,,10005,20,,,,,10000,4
-1,300,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,4
-1,300,BANANAS,4945,31,,,,,4952,31,,,,,4948.5,3.604003906
-1,400,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,4
-1,400,BANANAS,4945,27,,,,,4952,27,,,,,4948.5,3.337402344
-1,500,PEARLS,9995,30,,,,,10002,4,10005,30,,,9998.5,4
-1,500,BANANAS,4945,30,,,,,4950,4,4952,30,,,4947.5,3.666992188
-1,600,BANANAS,4945,25,,,,,4952,25,,,,,4948.5,3.27734375
-1,600,PEARLS,10000,5,9995,25,,,10005,25,,,,,10002.5,4
-1,700,PEARLS,9995,23,,,,,10005,23,,,,,10000,4
-1,700,BANANAS,4945,23,,,,,4952,23,,,,,4948.5,3.4765625
-1,800,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,4
-1,800,BANANAS,4944,30,,,,,4951,30,,,,,4947.5,4.6953125
-1,900,BANANAS,4944,1,4943,22,,,4950,23,,,,,4947,5.229980469
-1,900,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,4
-1,1000,BANANAS,4944,26,,,,,4951,26,,,,,4947.5,4.966796875
-1,1000,PEARLS,9995,26,,,,,10005,26,,,,,10000,4
-1,1100,BANANAS,4944,26,,,,,4950,2,4951,24,,,4947,4.899414063
-1,1100,PEARLS,9996,2,9995,24,,,10004,2,10005,24,,,10000,4
-1,1200,PEARLS,9995,21,,,,,9998,1,10005,21,,,9996.5,-4
-1,1200,BANANAS,4944,21,,,,,4951,21,,,,,4947.5,4.543945313
-1,1300,PEARLS,10002,1,9996,1,9995,30,10004,1,10005,30,,,10003,-4
-1,1300,BANANAS,4944,31,,,,,4951,31,,,,,4947.5,8.345703125
-1,1400,BANANAS,4945,26,,,,,4951,1,4952,25,,,4948,6.162109375
-1,1400,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-4
-1,1500,PEARLS,9995,27,,,,,10005,27,,,,,10000,-4
-1,1500,BANANAS,4944,27,,,,,4951,27,,,,,4947.5,7.771484375
-1,1600,PEARLS,9995,29,,,,,10005,29,,,,,10000,-4
-1,1600,BANANAS,4945,29,,,,,4952,29,,,,,4948.5,6.4140625
-1,1700,PEARLS,9996,2,9995,20,,,10002,1,10004,2,10005,20,9999,-2
-1,1700,BANANAS,4946,2,4945,20,,,4950,2,4952,22,,,4948,3.23046875
-1,1800,BANANAS,4946,1,4945,22,,,4952,23,,,,,4949,3.869140625
-1,1800,PEARLS,10002,1,9996,1,9995,22,10004,1,10005,22,,,10003,-2
-1,1900,PEARLS,9996,1,9995,28,,,10004,1,10005,28,,,10000,0
-1,1900,BANANAS,4950,1,4945,29,,,4952,29,,,,,4951,5.87109375
-1,2000,PEARLS,9996,2,9995,24,,,9998,1,10004,2,10005,24,9997,0
-1,2000,BANANAS,4945,26,,,,,4951,2,4952,24,,,4948,7.77734375
-1,2100,PEARLS,9996,2,9995,25,,,10002,3,10004,2,10005,25,9999,-2
-1,2100,BANANAS,4945,27,,,,,4950,3,4952,27,,,4947.5,6.853515625
-1,2200,BANANAS,4946,8,4945,25,,,4952,25,,,,,4949,5.50390625
-1,2200,PEARLS,9998,8,9996,1,9995,24,10004,1,10005,24,,,10001,-2
-1,2300,PEARLS,9998,7,9996,2,9995,30,10004,2,10005,30,,,10001,-2
-1,2300,BANANAS,4946,9,4945,30,,,4952,32,,,,,4949,4.392578125
-1,2400,PEARLS,9995,29,,,,,10005,29,,,,,10000,-2
-1,2400,BANANAS,4950,3,4947,29,,,4954,29,,,,,4952,-4.828125
-1,2500,BANANAS,4947,1,4946,22,,,4949,2,4953,23,,,4948,-2.810546875
-1,2500,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,-2
-1,2600,BANANAS,4946,23,,,,,4953,23,,,,,4949.5,-2.05859375
-1,2600,PEARLS,9995,23,,,,,10005,23,,,,,10000,-2
-1,2700,BANANAS,4947,6,4946,26,,,4953,26,,,,,4950,-4.3359375
-1,2700,PEARLS,9998,6,9995,26,,,10005,26,,,,,10001.5,-2
-1,2800,PEARLS,9995,25,,,,,10005,25,,,,,10000,-2
-1,2800,BANANAS,4946,25,,,,,4953,25,,,,,4949.5,-2.62109375
-1,2900,BANANAS,4946,26,,,,,4953,26,,,,,4949.5,-1.19140625
-1,2900,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-2
-1,3000,BANANAS,4947,1,4946,26,,,4953,26,,,,,4950,-1.5390625
-1,3000,PEARLS,9998,1,9995,26,,,10005,26,,,,,10001.5,-50
-1,3100,BANANAS,4947,26,,,,,4953,2,4954,24,,,4950,-3.73046875
-1,3100,PEARLS,9996,2,9995,24,,,10004,2,10005,24,,,10000,-45
